,load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
62838,LOAD00062839,CUST00100,RTE00048,2026-03-18,Refrigerated,24057,14,6116.01,792.88,0,Completed,Dedicated
62839,LOAD00062840,CUST00015,RTE00039,2026-03-18,Dry Van,25440,19,2097.8,344.52,0,Completed,Dedicated
62840,LOAD00062841,CUST00129,RTE00040,2026-03-18,Refrigerated,33946,24,3541.06,524.7,75,Completed,Dedicated
62841,LOAD00062842,CUST00132,RTE00057,2026-03-18,Dry Van,40710,19,2156.63,276.3,0,Completed,Spot
62842,LOAD00062843,CUST00099,RTE00051,2026-03-18,Refrigerated,34835,12,3305.34,460.0,0,Completed,Dedicated
62843,LOAD00062844,CUST00160,RTE00034,2026-03-18,Dry Van,27943,7,4832.52,792.88,75,Completed,Dedicated
62844,LOAD00062845,CUST00069,RTE00005,2026-03-18,Refrigerated,42354,16,4720.14,454.74,200,Completed,Dedicated
62845,LOAD00062846,CUST00028,RTE00007,2026-03-18,Dry Van,40111,1,3874.68,504.32,0,Completed,Spot
62846,LOAD00062847,CUST00158,RTE00014,2026-03-18,Dry Van,30126,23,2654.34,228.76,0,Completed,Dedicated
62847,LOAD00062848,CUST00148,RTE00034,2026-03-19,Dry Van,36271,26,4843.94,792.88,50,Completed,Spot
62848,LOAD00062849,CUST00062,RTE00057,2026-03-19,Refrigerated,28878,3,2261.97,276.3,0,Completed,Spot
62849,LOAD00062850,CUST00143,RTE00022,2026-03-19,Dry Van,38057,21,1025.27,161.53,200,Completed,Dedicated
62850,LOAD00062851,CUST00190,RTE00028,2026-03-19,Dry Van,21558,2,3540.06,564.72,0,Completed,Spot
62851,LOAD00062852,CUST00066,RTE00017,2026-03-19,Dry Van,39388,21,2289.47,384.2,0,Completed,Contract
62852,LOAD00062853,CUST00100,RTE00035,2026-03-19,Refrigerated,11390,21,2266.2,344.12,150,Completed,Dedicated
62853,LOAD00062854,CUST00099,RTE00017,2026-03-19,Dry Van,40283,3,2130.33,384.2,100,Completed,Dedicated
62854,LOAD00062855,CUST00125,RTE00036,2026-03-19,Refrigerated,23907,2,606.91,86.46,75,Completed,Spot
62855,LOAD00062856,CUST00045,RTE00037,2026-03-19,Dry Van,25498,9,3533.53,537.81,0,Completed,Dedicated
62856,LOAD00062857,CUST00176,RTE00016,2026-03-19,Refrigerated,10316,16,7031.47,463.93,75,Completed,Spot
62857,LOAD00062858,CUST00026,RTE00025,2026-03-19,Refrigerated,41388,4,5015.28,565.38,0,Completed,Spot
62858,LOAD00062859,CUST00054,RTE00031,2026-03-19,Refrigerated,42375,10,1496.24,185.6,0,Completed,Dedicated
62859,LOAD00062860,CUST00105,RTE00040,2026-03-19,Refrigerated,20371,5,4417.16,524.7,150,Completed,Contract
62860,LOAD00062861,CUST00050,RTE00037,2026-03-19,Dry Van,19286,5,4227.43,537.81,150,Completed,Contract
62861,LOAD00062862,CUST00075,RTE00026,2026-03-19,Dry Van,43820,27,3489.17,555.52,0,Completed,Dedicated
62862,LOAD00062863,CUST00124,RTE00045,2026-03-19,Refrigerated,43896,2,1383.88,137.31,200,Completed,Dedicated
62863,LOAD00062864,CUST00155,RTE00026,2026-03-19,Refrigerated,28148,23,3472.6,555.52,50,Completed,Contract
62864,LOAD00062865,CUST00052,RTE00056,2026-03-19,Refrigerated,14327,9,4296.2,309.24,0,Completed,Dedicated
62865,LOAD00062866,CUST00134,RTE00016,2026-03-19,Dry Van,11219,14,6941.89,463.93,150,Completed,Dedicated
62866,LOAD00062867,CUST00067,RTE00025,2026-03-19,Dry Van,38776,18,5937.92,565.38,0,Completed,Dedicated
62867,LOAD00062868,CUST00058,RTE00028,2026-03-19,Dry Van,19807,11,3773.13,564.72,50,Completed,Contract
62868,LOAD00062869,CUST00172,RTE00006,2026-03-19,Refrigerated,36284,9,1369.34,189.0,0,Completed,Spot
62869,LOAD00062870,CUST00121,RTE00019,2026-03-19,Refrigerated,40535,26,3318.24,406.72,0,Completed,Spot
62870,LOAD00062871,CUST00179,RTE00031,2026-03-19,Dry Van,20177,27,1309.09,185.6,150,Completed,Spot
62871,LOAD00062872,CUST00029,RTE00049,2026-03-19,Refrigerated,28795,23,2106.93,144.0,0,Completed,Dedicated
62872,LOAD00062873,CUST00155,RTE00031,2026-03-19,Refrigerated,43598,23,1198.82,185.6,50,Completed,Dedicated
62873,LOAD00062874,CUST00156,RTE00038,2026-03-19,Refrigerated,42378,1,3850.02,314.64,200,Completed,Spot
62874,LOAD00062875,CUST00040,RTE00026,2026-03-19,Refrigerated,20224,1,3620.24,555.52,200,Completed,Spot
62875,LOAD00062876,CUST00050,RTE00005,2026-03-19,Dry Van,22763,14,4054.26,454.74,0,Completed,Spot
62876,LOAD00062877,CUST00140,RTE00031,2026-03-19,Dry Van,12931,14,1462.1,185.6,75,Completed,Contract
62877,LOAD00062878,CUST00154,RTE00033,2026-03-19,Refrigerated,13483,12,463.4,40.08,75,Completed,Dedicated
62878,LOAD00062879,CUST00073,RTE00005,2026-03-19,Dry Van,14631,18,4495.16,454.74,50,Completed,Contract
62879,LOAD00062880,CUST00015,RTE00021,2026-03-19,Dry Van,20042,25,5784.16,590.24,75,Completed,Spot
62880,LOAD00062881,CUST00030,RTE00046,2026-03-19,Refrigerated,21299,9,6983.65,499.18,100,Completed,Contract
62881,LOAD00062882,CUST00185,RTE00030,2026-03-19,Dry Van,36363,27,5797.94,708.51,100,Completed,Contract
62882,LOAD00062883,CUST00129,RTE00026,2026-03-19,Dry Van,25629,26,3295.72,555.52,0,Completed,Spot
62883,LOAD00062884,CUST00051,RTE00021,2026-03-19,Refrigerated,28418,15,5122.94,590.24,0,Completed,Contract
62884,LOAD00062885,CUST00140,RTE00047,2026-03-19,Dry Van,35668,7,999.97,76.16,0,Completed,Dedicated
62885,LOAD00062886,CUST00151,RTE00028,2026-03-19,Refrigerated,37182,21,3994.2,564.72,0,Completed,Spot
62886,LOAD00062887,CUST00139,RTE00050,2026-03-19,Dry Van,15901,10,1285.38,170.88,200,Completed,Contract
62887,LOAD00062888,CUST00052,RTE00048,2026-03-19,Dry Van,25428,5,6535.52,792.88,50,Completed,Spot
62888,LOAD00062889,CUST00029,RTE00017,2026-03-19,Dry Van,37374,21,2115.18,384.2,0,Completed,Dedicated
62889,LOAD00062890,CUST00137,RTE00041,2026-03-19,Refrigerated,28489,13,3794.54,255.36,0,Completed,Spot
62890,LOAD00062891,CUST00061,RTE00017,2026-03-19,Refrigerated,19492,10,1756.08,384.2,0,Completed,Spot
62891,LOAD00062892,CUST00152,RTE00011,2026-03-19,Dry Van,18617,5,998.79,131.28,50,Completed,Spot
62892,LOAD00062893,CUST00118,RTE00058,2026-03-19,Refrigerated,23706,9,1183.57,98.61,75,Completed,Dedicated
62893,LOAD00062894,CUST00158,RTE00014,2026-03-19,Dry Van,38985,6,2440.54,228.76,0,Completed,Spot
62894,LOAD00062895,CUST00054,RTE00002,2026-03-19,Refrigerated,28128,18,1457.84,153.34,100,Completed,Contract
62895,LOAD00062896,CUST00014,RTE00006,2026-03-19,Dry Van,44981,13,1638.61,189.0,0,Completed,Contract
62896,LOAD00062897,CUST00066,RTE00047,2026-03-19,Refrigerated,17115,14,982.23,76.16,200,Completed,Dedicated
62897,LOAD00062898,CUST00176,RTE00007,2026-03-19,Dry Van,39517,23,3888.79,504.32,50,Completed,Dedicated
62898,LOAD00062899,CUST00004,RTE00004,2026-03-19,Dry Van,14385,12,3769.79,383.23,75,Completed,Contract
62899,LOAD00062900,CUST00010,RTE00014,2026-03-19,Refrigerated,36118,4,2600.19,228.76,200,Completed,Spot
62900,LOAD00062901,CUST00194,RTE00037,2026-03-19,Dry Van,40700,14,3789.13,537.81,150,Completed,Spot
62901,LOAD00062902,CUST00022,RTE00050,2026-03-19,Dry Van,26677,3,1546.34,170.88,200,Completed,Contract
62902,LOAD00062903,CUST00112,RTE00017,2026-03-19,Refrigerated,33667,27,2157.92,384.2,0,Completed,Contract
62903,LOAD00062904,CUST00006,RTE00020,2026-03-19,Dry Van,38416,15,3495.04,738.48,200,Completed,Dedicated
62904,LOAD00062905,CUST00136,RTE00025,2026-03-19,Dry Van,22691,3,4668.25,565.38,75,Completed,Spot
62905,LOAD00062906,CUST00152,RTE00053,2026-03-19,Dry Van,23006,26,1801.58,209.79,100,Completed,Spot
62906,LOAD00062907,CUST00057,RTE00030,2026-03-19,Refrigerated,15490,21,4596.24,708.51,75,Completed,Spot
62907,LOAD00062908,CUST00111,RTE00001,2026-03-19,Refrigerated,44344,8,1004.38,128.63,75,Completed,Spot
62908,LOAD00062909,CUST00044,RTE00018,2026-03-19,Dry Van,39856,28,1541.32,187.6,0,Completed,Spot
62909,LOAD00062910,CUST00178,RTE00048,2026-03-19,Refrigerated,30126,15,5853.51,792.88,0,Completed,Dedicated
62910,LOAD00062911,CUST00165,RTE00051,2026-03-19,Refrigerated,16211,1,3155.88,460.0,50,Completed,Dedicated
62911,LOAD00062912,CUST00129,RTE00053,2026-03-19,Refrigerated,41699,20,1946.26,209.79,0,Completed,Spot
62912,LOAD00062913,CUST00198,RTE00043,2026-03-19,Refrigerated,34229,12,2409.35,249.44,150,Completed,Contract
62913,LOAD00062914,CUST00153,RTE00030,2026-03-19,Dry Van,38822,13,4823.77,708.51,50,Completed,Dedicated
62914,LOAD00062915,CUST00137,RTE00036,2026-03-19,Refrigerated,25561,18,627.48,86.46,75,Completed,Dedicated
62915,LOAD00062916,CUST00165,RTE00034,2026-03-19,Dry Van,12103,10,5471.16,792.88,0,Completed,Dedicated
62916,LOAD00062917,CUST00190,RTE00005,2026-03-19,Dry Van,22000,13,3626.91,454.74,200,Completed,Dedicated
62917,LOAD00062918,CUST00028,RTE00031,2026-03-19,Dry Van,34970,4,1323.27,185.6,0,Completed,Dedicated
62918,LOAD00062919,CUST00160,RTE00007,2026-03-19,Refrigerated,18222,21,3774.34,504.32,75,Completed,Spot
62919,LOAD00062920,CUST00143,RTE00033,2026-03-19,Refrigerated,23376,24,375.26,40.08,0,Completed,Spot
62920,LOAD00062921,CUST00169,RTE00039,2026-03-20,Refrigerated,27177,12,1941.77,344.52,50,Completed,Spot
62921,LOAD00062922,CUST00036,RTE00012,2026-03-20,Refrigerated,22123,12,6027.01,453.91,0,Completed,Dedicated
62922,LOAD00062923,CUST00151,RTE00007,2026-03-20,Dry Van,24916,17,4451.36,504.32,0,Completed,Spot
62923,LOAD00062924,CUST00090,RTE00055,2026-03-20,Refrigerated,32885,3,3652.73,357.25,150,Completed,Spot
62924,LOAD00062925,CUST00128,RTE00045,2026-03-20,Refrigerated,36384,13,1381.88,137.31,0,Completed,Dedicated
62925,LOAD00062926,CUST00063,RTE00033,2026-03-20,Dry Van,34737,18,420.99,40.08,50,Completed,Dedicated
62926,LOAD00062927,CUST00167,RTE00043,2026-03-20,Dry Van,28283,14,2734.11,249.44,75,Completed,Contract
62927,LOAD00062928,CUST00032,RTE00053,2026-03-20,Dry Van,32282,8,2052.94,209.79,50,Completed,Contract
62928,LOAD00062929,CUST00167,RTE00001,2026-03-20,Dry Van,29190,15,1061.68,128.63,200,Completed,Dedicated
62929,LOAD00062930,CUST00018,RTE00012,2026-03-20,Dry Van,29188,14,7425.65,453.91,150,Completed,Spot
62930,LOAD00062931,CUST00080,RTE00037,2026-03-20,Dry Van,14855,1,3982.17,537.81,150,Completed,Dedicated
62931,LOAD00062932,CUST00169,RTE00011,2026-03-20,Dry Van,21323,10,806.63,131.28,50,Completed,Dedicated
62932,LOAD00062933,CUST00190,RTE00029,2026-03-20,Dry Van,10144,22,6450.74,891.82,75,Completed,Dedicated
62933,LOAD00062934,CUST00073,RTE00052,2026-03-20,Dry Van,13280,5,1298.39,273.36,0,Completed,Contract
62934,LOAD00062935,CUST00177,RTE00004,2026-03-20,Refrigerated,24413,27,3257.15,383.23,75,Completed,Dedicated
62935,LOAD00062936,CUST00049,RTE00023,2026-03-20,Dry Van,17902,26,3240.72,216.92,0,Completed,Dedicated
62936,LOAD00062937,CUST00057,RTE00024,2026-03-20,Dry Van,24398,18,2549.72,376.0,100,Completed,Dedicated
62937,LOAD00062938,CUST00180,RTE00005,2026-03-20,Dry Van,29587,11,3657.25,454.74,100,Completed,Spot
62938,LOAD00062939,CUST00047,RTE00027,2026-03-20,Refrigerated,25143,18,2600.72,419.43,50,Completed,Dedicated
62939,LOAD00062940,CUST00084,RTE00016,2026-03-20,Refrigerated,12615,28,6093.47,463.93,150,Completed,Dedicated
62940,LOAD00062941,CUST00029,RTE00055,2026-03-20,Refrigerated,26575,20,4091.05,357.25,150,Completed,Spot
62941,LOAD00062942,CUST00086,RTE00049,2026-03-20,Refrigerated,41065,13,1965.35,144.0,0,Completed,Dedicated
62942,LOAD00062943,CUST00041,RTE00039,2026-03-20,Refrigerated,31656,6,1852.2,344.52,0,Completed,Dedicated
62943,LOAD00062944,CUST00187,RTE00051,2026-03-20,Refrigerated,12874,22,3254.41,460.0,150,Completed,Dedicated
62944,LOAD00062945,CUST00127,RTE00047,2026-03-20,Dry Van,42572,6,1003.66,76.16,75,Completed,Spot
62945,LOAD00062946,CUST00121,RTE00037,2026-03-20,Refrigerated,39767,11,3619.69,537.81,50,Completed,Spot
62946,LOAD00062947,CUST00073,RTE00038,2026-03-20,Dry Van,34295,18,3215.84,314.64,0,Completed,Dedicated
62947,LOAD00062948,CUST00070,RTE00020,2026-03-20,Dry Van,30830,4,4187.26,738.48,100,Completed,Dedicated
62948,LOAD00062949,CUST00021,RTE00011,2026-03-20,Dry Van,43259,3,1014.16,131.28,0,Completed,Contract
62949,LOAD00062950,CUST00109,RTE00024,2026-03-20,Dry Van,17164,11,2955.38,376.0,100,Completed,Dedicated
62950,LOAD00062951,CUST00143,RTE00031,2026-03-20,Dry Van,23908,3,1609.54,185.6,50,Completed,Spot
62951,LOAD00062952,CUST00040,RTE00049,2026-03-20,Dry Van,33960,26,2097.77,144.0,0,Completed,Contract
62952,LOAD00062953,CUST00200,RTE00014,2026-03-20,Dry Van,42009,11,2695.26,228.76,0,Completed,Spot
62953,LOAD00062954,CUST00112,RTE00009,2026-03-20,Dry Van,27274,11,1524.03,149.26,0,Completed,Spot
62954,LOAD00062955,CUST00178,RTE00010,2026-03-20,Dry Van,38134,2,150.13,15.64,50,Completed,Spot
62955,LOAD00062956,CUST00038,RTE00007,2026-03-20,Refrigerated,22956,8,4263.57,504.32,0,Completed,Spot
62956,LOAD00062957,CUST00174,RTE00028,2026-03-20,Dry Van,41339,14,3642.43,564.72,100,Completed,Spot
62957,LOAD00062958,CUST00157,RTE00020,2026-03-20,Refrigerated,11544,5,3833.49,738.48,75,Completed,Dedicated
62958,LOAD00062959,CUST00080,RTE00023,2026-03-20,Dry Van,29607,12,2893.36,216.92,200,Completed,Dedicated
62959,LOAD00062960,CUST00102,RTE00014,2026-03-20,Refrigerated,17770,26,2722.62,228.76,0,Completed,Dedicated
62960,LOAD00062961,CUST00192,RTE00037,2026-03-20,Refrigerated,44719,23,3725.72,537.81,0,Completed,Dedicated
62961,LOAD00062962,CUST00124,RTE00057,2026-03-20,Dry Van,28222,11,1985.44,276.3,0,Completed,Contract
62962,LOAD00062963,CUST00129,RTE00026,2026-03-20,Dry Van,31578,21,3106.17,555.52,100,Completed,Dedicated
62963,LOAD00062964,CUST00081,RTE00023,2026-03-20,Dry Van,41057,24,3299.69,216.92,150,Completed,Dedicated
62964,LOAD00062965,CUST00160,RTE00021,2026-03-20,Refrigerated,12278,21,5778.7,590.24,150,Completed,Dedicated
62965,LOAD00062966,CUST00178,RTE00057,2026-03-20,Refrigerated,11504,5,2488.72,276.3,150,Completed,Spot
62966,LOAD00062967,CUST00067,RTE00007,2026-03-20,Refrigerated,23543,26,4193.49,504.32,100,Completed,Contract
62967,LOAD00062968,CUST00017,RTE00008,2026-03-20,Refrigerated,10276,6,2134.34,114.3,50,Completed,Dedicated
62968,LOAD00062969,CUST00113,RTE00009,2026-03-20,Dry Van,27472,1,1854.67,149.26,50,Completed,Spot
62969,LOAD00062970,CUST00154,RTE00049,2026-03-20,Dry Van,35708,18,2150.01,144.0,0,Completed,Spot
62970,LOAD00062971,CUST00182,RTE00013,2026-03-20,Dry Van,20623,13,1131.51,141.33,200,Completed,Spot
62971,LOAD00062972,CUST00038,RTE00058,2026-03-20,Dry Van,38828,18,1100.78,98.61,150,Completed,Dedicated
62972,LOAD00062973,CUST00123,RTE00008,2026-03-20,Refrigerated,28415,9,2209.22,114.3,75,Completed,Dedicated
62973,LOAD00062974,CUST00113,RTE00001,2026-03-20,Refrigerated,40477,15,1169.36,128.63,200,Completed,Spot
62974,LOAD00062975,CUST00158,RTE00036,2026-03-20,Refrigerated,32112,24,697.75,86.46,100,Completed,Spot
62975,LOAD00062976,CUST00155,RTE00004,2026-03-20,Dry Van,16964,28,3696.69,383.23,75,Completed,Dedicated
62976,LOAD00062977,CUST00108,RTE00052,2026-03-20,Refrigerated,10613,10,1353.02,273.36,75,Completed,Spot
62977,LOAD00062978,CUST00033,RTE00028,2026-03-20,Dry Van,19258,9,3896.73,564.72,100,Completed,Dedicated
62978,LOAD00062979,CUST00008,RTE00037,2026-03-20,Refrigerated,28070,4,4017.54,537.81,0,Completed,Contract
62979,LOAD00062980,CUST00073,RTE00048,2026-03-20,Refrigerated,32312,26,6532.93,792.88,50,Completed,Contract
62980,LOAD00062981,CUST00053,RTE00019,2026-03-20,Refrigerated,21042,3,2688.5,406.72,150,Completed,Dedicated
62981,LOAD00062982,CUST00129,RTE00024,2026-03-20,Dry Van,39989,27,3242.4,376.0,100,Completed,Dedicated
62982,LOAD00062983,CUST00100,RTE00044,2026-03-20,Dry Van,43481,6,6884.17,814.37,0,Completed,Contract
62983,LOAD00062984,CUST00019,RTE00043,2026-03-20,Refrigerated,34895,16,2520.05,249.44,0,Completed,Dedicated
62984,LOAD00062985,CUST00059,RTE00055,2026-03-20,Refrigerated,34573,15,3745.37,357.25,0,Completed,Dedicated
62985,LOAD00062986,CUST00066,RTE00043,2026-03-20,Dry Van,44798,20,2644.2,249.44,0,Completed,Spot
62986,LOAD00062987,CUST00117,RTE00014,2026-03-20,Dry Van,21873,11,2281.02,228.76,0,Completed,Dedicated
62987,LOAD00062988,CUST00167,RTE00001,2026-03-20,Dry Van,25902,18,1266.04,128.63,200,Completed,Dedicated
62988,LOAD00062989,CUST00034,RTE00011,2026-03-20,Refrigerated,20157,2,883.79,131.28,0,Completed,Spot
62989,LOAD00062990,CUST00109,RTE00015,2026-03-20,Refrigerated,10076,25,262.9,13.8,0,Completed,Dedicated
62990,LOAD00062991,CUST00008,RTE00056,2026-03-20,Refrigerated,16227,9,4139.13,309.24,200,Completed,Contract
62991,LOAD00062992,CUST00014,RTE00024,2026-03-20,Dry Van,10100,5,2482.3,376.0,0,Completed,Contract
62992,LOAD00062993,CUST00045,RTE00005,2026-03-20,Refrigerated,22823,22,4372.28,454.74,0,Completed,Contract
62993,LOAD00062994,CUST00082,RTE00031,2026-03-20,Dry Van,13242,11,1239.12,185.6,75,Completed,Dedicated
62994,LOAD00062995,CUST00037,RTE00058,2026-03-20,Dry Van,14086,14,1025.28,98.61,0,Completed,Contract
62995,LOAD00062996,CUST00180,RTE00043,2026-03-20,Dry Van,42072,1,2526.11,249.44,100,Completed,Dedicated
62996,LOAD00062997,CUST00013,RTE00021,2026-03-20,Dry Van,19940,27,5749.24,590.24,75,Completed,Contract
62997,LOAD00062998,CUST00157,RTE00034,2026-03-20,Dry Van,29691,23,5520.64,792.88,150,Completed,Dedicated
62998,LOAD00062999,CUST00017,RTE00002,2026-03-21,Refrigerated,41947,1,1306.82,153.34,0,Completed,Dedicated
62999,LOAD00063000,CUST00127,RTE00023,2026-03-21,Dry Van,15136,11,3287.44,216.92,50,Completed,Dedicated
63000,LOAD00063001,CUST00067,RTE00009,2026-03-21,Dry Van,34116,28,1647.32,149.26,200,Completed,Dedicated
63001,LOAD00063002,CUST00011,RTE00023,2026-03-21,Dry Van,13180,21,2934.39,216.92,150,Completed,Dedicated
63002,LOAD00063003,CUST00026,RTE00027,2026-03-21,Dry Van,43578,20,2647.84,419.43,150,Completed,Dedicated
63003,LOAD00063004,CUST00113,RTE00028,2026-03-21,Refrigerated,40568,20,3937.43,564.72,100,Completed,Spot
63004,LOAD00063005,CUST00026,RTE00034,2026-03-21,Dry Van,33449,6,5409.33,792.88,100,Completed,Dedicated
63005,LOAD00063006,CUST00017,RTE00034,2026-03-21,Refrigerated,28133,16,4434.61,792.88,0,Completed,Spot
63006,LOAD00063007,CUST00136,RTE00058,2026-03-21,Refrigerated,11511,3,1305.7,98.61,0,Completed,Spot
63007,LOAD00063008,CUST00163,RTE00033,2026-03-21,Refrigerated,31280,24,434.37,40.08,75,Completed,Dedicated
63008,LOAD00063009,CUST00181,RTE00009,2026-03-21,Dry Van,27806,19,1605.61,149.26,0,Completed,Contract
63009,LOAD00063010,CUST00070,RTE00012,2026-03-21,Refrigerated,29030,4,7037.09,453.91,0,Completed,Dedicated
63010,LOAD00063011,CUST00093,RTE00037,2026-03-21,Dry Van,21295,16,4179.43,537.81,200,Completed,Dedicated
63011,LOAD00063012,CUST00189,RTE00011,2026-03-21,Refrigerated,42657,18,962.18,131.28,75,Completed,Spot
63012,LOAD00063013,CUST00180,RTE00027,2026-03-21,Refrigerated,40768,19,2302.59,419.43,0,Completed,Contract
63013,LOAD00063014,CUST00055,RTE00052,2026-03-21,Dry Van,23516,27,1243.32,273.36,0,Completed,Dedicated
63014,LOAD00063015,CUST00042,RTE00019,2026-03-21,Dry Van,20341,15,2858.99,406.72,0,Completed,Spot
63015,LOAD00063016,CUST00162,RTE00011,2026-03-21,Dry Van,35833,7,934.09,131.28,0,Completed,Dedicated
63016,LOAD00063017,CUST00024,RTE00023,2026-03-21,Refrigerated,24059,15,3027.8,216.92,200,Completed,Contract
63017,LOAD00063018,CUST00023,RTE00041,2026-03-21,Refrigerated,25694,4,3466.59,255.36,50,Completed,Contract
63018,LOAD00063019,CUST00141,RTE00028,2026-03-21,Dry Van,28003,8,3552.84,564.72,0,Completed,Dedicated
63019,LOAD00063020,CUST00185,RTE00004,2026-03-21,Refrigerated,22387,3,3636.45,383.23,0,Completed,Dedicated
63020,LOAD00063021,CUST00109,RTE00049,2026-03-21,Dry Van,20241,21,1950.78,144.0,0,Completed,Dedicated
63021,LOAD00063022,CUST00080,RTE00033,2026-03-21,Refrigerated,15389,3,463.08,40.08,0,Completed,Contract
63022,LOAD00063023,CUST00129,RTE00031,2026-03-21,Refrigerated,31516,25,1217.7,185.6,0,Completed,Contract
63023,LOAD00063024,CUST00072,RTE00035,2026-03-21,Dry Van,20497,2,1869.84,344.12,0,Completed,Contract
63024,LOAD00063025,CUST00040,RTE00042,2026-03-21,Refrigerated,44627,5,5913.39,472.14,50,Completed,Spot
63025,LOAD00063026,CUST00079,RTE00046,2026-03-21,Refrigerated,33205,1,6528.66,499.18,200,Completed,Spot
63026,LOAD00063027,CUST00096,RTE00035,2026-03-21,Refrigerated,38168,24,2154.58,344.12,0,Completed,Contract
63027,LOAD00063028,CUST00160,RTE00009,2026-03-21,Dry Van,33956,3,1534.36,149.26,0,Completed,Contract
63028,LOAD00063029,CUST00104,RTE00017,2026-03-21,Refrigerated,28470,10,1967.16,384.2,0,Completed,Spot
63029,LOAD00063030,CUST00162,RTE00021,2026-03-21,Refrigerated,14550,20,5008.06,590.24,200,Completed,Contract
63030,LOAD00063031,CUST00200,RTE00020,2026-03-21,Dry Van,17490,3,3838.65,738.48,50,Completed,Dedicated
63031,LOAD00063032,CUST00106,RTE00002,2026-03-21,Refrigerated,17671,1,1483.71,153.34,150,Completed,Dedicated
63032,LOAD00063033,CUST00158,RTE00018,2026-03-21,Dry Van,33477,4,1434.65,187.6,50,Completed,Dedicated
63033,LOAD00063034,CUST00178,RTE00053,2026-03-21,Refrigerated,38966,25,1661.79,209.79,0,Completed,Spot
63034,LOAD00063035,CUST00096,RTE00013,2026-03-21,Dry Van,30991,24,1197.11,141.33,150,Completed,Dedicated
63035,LOAD00063036,CUST00158,RTE00046,2026-03-21,Dry Van,44654,7,7085.72,499.18,75,Completed,Dedicated
63036,LOAD00063037,CUST00121,RTE00001,2026-03-21,Dry Van,12907,26,1286.45,128.63,200,Completed,Dedicated
63037,LOAD00063038,CUST00170,RTE00042,2026-03-21,Dry Van,43612,5,6641.52,472.14,200,Completed,Spot
63038,LOAD00063039,CUST00096,RTE00029,2026-03-21,Dry Van,35539,14,7034.46,891.82,150,Completed,Dedicated
63039,LOAD00063040,CUST00169,RTE00020,2026-03-21,Dry Van,10262,18,3990.5,738.48,0,Completed,Contract
63040,LOAD00063041,CUST00060,RTE00020,2026-03-21,Refrigerated,13315,28,3941.63,738.48,200,Completed,Spot
63041,LOAD00063042,CUST00055,RTE00042,2026-03-21,Dry Van,36280,17,5452.58,472.14,200,Completed,Spot
63042,LOAD00063043,CUST00166,RTE00038,2026-03-21,Dry Van,10040,21,3599.05,314.64,0,Completed,Spot
63043,LOAD00063044,CUST00035,RTE00041,2026-03-21,Dry Van,36448,20,3737.5,255.36,75,Completed,Contract
63044,LOAD00063045,CUST00128,RTE00057,2026-03-21,Refrigerated,16211,24,2435.33,276.3,0,Completed,Dedicated
63045,LOAD00063046,CUST00192,RTE00005,2026-03-21,Refrigerated,18008,23,4450.74,454.74,50,Completed,Contract
63046,LOAD00063047,CUST00164,RTE00004,2026-03-21,Dry Van,26867,1,3270.29,383.23,0,Completed,Dedicated
63047,LOAD00063048,CUST00095,RTE00005,2026-03-21,Dry Van,10437,20,4136.77,454.74,0,Completed,Dedicated
63048,LOAD00063049,CUST00143,RTE00043,2026-03-21,Dry Van,14290,6,2106.78,249.44,0,Completed,Spot
63049,LOAD00063050,CUST00007,RTE00015,2026-03-21,Refrigerated,37437,6,276.82,13.8,50,Completed,Contract
63050,LOAD00063051,CUST00153,RTE00009,2026-03-21,Refrigerated,35115,8,1555.9,149.26,150,Completed,Dedicated
63051,LOAD00063052,CUST00184,RTE00030,2026-03-21,Refrigerated,29566,14,5807.71,708.51,75,Completed,Spot
63052,LOAD00063053,CUST00015,RTE00044,2026-03-21,Dry Van,27658,9,7469.0,814.37,150,Completed,Contract
63053,LOAD00063054,CUST00115,RTE00003,2026-03-21,Refrigerated,18387,3,4464.37,580.87,0,Completed,Contract
63054,LOAD00063055,CUST00081,RTE00014,2026-03-21,Refrigerated,13043,7,2295.54,228.76,200,Completed,Dedicated
63055,LOAD00063056,CUST00014,RTE00045,2026-03-21,Dry Van,30554,11,1494.42,137.31,0,Completed,Contract
63056,LOAD00063057,CUST00091,RTE00026,2026-03-21,Refrigerated,29313,25,3190.8,555.52,75,Completed,Dedicated
63057,LOAD00063058,CUST00150,RTE00058,2026-03-21,Refrigerated,36082,28,1085.38,98.61,0,Completed,Dedicated
63058,LOAD00063059,CUST00111,RTE00054,2026-03-21,Dry Van,39709,26,3495.91,295.83,75,Completed,Spot
63059,LOAD00063060,CUST00031,RTE00016,2026-03-21,Dry Van,34847,11,6590.14,463.93,150,Completed,Dedicated
63060,LOAD00063061,CUST00012,RTE00045,2026-03-21,Dry Van,37909,24,1259.0,137.31,0,Completed,Contract
63061,LOAD00063062,CUST00189,RTE00029,2026-03-21,Dry Van,15432,16,5681.18,891.82,0,Completed,Contract
63062,LOAD00063063,CUST00087,RTE00018,2026-03-21,Dry Van,30756,27,1268.28,187.6,0,Completed,Dedicated
63063,LOAD00063064,CUST00086,RTE00027,2026-03-21,Refrigerated,18326,25,2658.37,419.43,75,Completed,Dedicated
63064,LOAD00063065,CUST00132,RTE00005,2026-03-21,Refrigerated,26014,13,3703.68,454.74,75,Completed,Dedicated
